405500000.000000	0.000000
405500000.000000	2332108.800000
405485810.282167	4664217.600000
405457431.550487	6996244.796242
405414864.923818	9328108.792125
405358111.935915	11659727.999657
405287174.535451	13991020.840904
405202055.086038	16321905.749441
405102756.366259	18652301.171807
404989281.569698	20982125.568962
404861634.304974	23311297.417743
404719818.595776	25639735.212330
404563838.880907	27967357.465703
404393700.014320	30294082.711110
404209407.265171	32619829.503539
404010966.317861	34944516.421184
403798383.272088	37268062.066924
403571664.642903	39590385.069795
403330817.360764	41911404.086476
403075848.771595	44231037.802771
402806766.636845	46549204.935094
402523579.133557	48865824.231964
402226294.854427	51180814.475497
401914922.807879	53494094.482904
401589472.418130	55805583.107995
401249953.525266	58115199.242686
400896376.385317	60422861.818506
400528751.670334	62728489.808117
400147090.468466	65032002.226829
399751404.284047	67333318.134126
399341705.037672	69632356.635194
398918005.066287	71929036.882454
398480317.123276	74223278.077102
398028654.378546	76514999.470650
397563030.418623	78804120.366473
397083459.246738	81090560.121369
396589955.282926	83374238.147110
396082533.364117	85655073.912010
395561208.744235	87932986.942498
395025997.094295	90207896.824687
394476914.502500	92479723.205961
393913977.474347	94748385.796562
393337202.932721	97013804.371179
392746608.218002	99275898.770552
392142211.088168	101534588.903078
391524029.718895	103789794.746420
390892082.703669	106041436.349128
390246389.053883	108289433.832265
389586968.198951	110533707.391037
388913839.986408	112774177.296433
388227024.682021	115010763.896873
387526542.969897	117243387.619855
386812415.952583	119471968.973621
386084665.151185	121696428.548822
385343312.505466	123916687.020191
384588380.373956	126132665.148228
383819891.534062	128344283.780887
383037869.182174	130551463.855275
382242336.933767	132754126.399355
381433318.823513	134952192.533662
380610839.305383	137145583.473021
379774923.252754	139334220.528276
378925595.958510	141518025.108031
378062883.135146	143696918.720388
377186810.914872	145870822.974709
376297405.849709	148039659.583372
375394694.911593	150203350.363544
374478705.492472	152361817.238960
373549465.404399	154514982.241713
372607002.879632	156662767.514047
371651346.570721	158805095.310166
370682525.550605	160941887.998047
369700569.312697	163073068.061267
368705507.770972	165198558.100831
367697371.260054	167318280.837020
366676190.535293	169432159.111239
365641996.772850	171540115.887880
364594821.569769	173642074.256191
363534696.944057	175737957.432159
362461655.334750	177827688.760400
361375729.601982	179911191.716055
360276953.027054	181988389.906706
359165359.312489	184059207.074290
358040982.582095	186123567.097033
356903857.381018	188181393.991385
355754018.675790	190232611.913978
354591501.854381	192277145.163579
353416342.726233	194314918.183062
352228577.522308	196345855.561394
351028242.895114	198369882.035619
349815375.918738	200386922.492867
348590014.088869	202396901.972363
347352195.322817	204399745.667451
346101957.959530	206395378.927628
344839340.759601	208383727.260589
343564382.905273	210364716.334285
342277124.000437	212338271.978985
340977604.070623	214304320.189361
339665863.562992	216262787.126567
338341943.346310	218213599.120349
337005884.710927	220156682.671149
335657729.368745	222091964.452231
334297519.453179	224019371.311811
332925297.519109	225938830.275208
331541106.542835	227850268.546993
330144989.922009	229753613.513162
328736991.475578	231648792.743314
327317155.443702	233535733.992838
325885526.487679	235414365.205121
324442149.689851	237284614.513758
322987070.553510	239146410.244778
321520335.002791	240999680.918881
320041989.382561	242844355.253689
318552080.458290	244680362.166002
317050655.415930	246507630.774077
315537761.861764	248326090.399902
314013447.822267	250135670.571504
312477761.743940	251936301.025247
310930752.493145	253727911.708156
309372469.355929	255510432.780248
307802962.037831	257283794.616874
306222280.663691	259047927.811077
304630475.777436	260802763.175956
303027598.341865	262548231.747048
301413699.738415	264284264.784716
