405500000.000000	0.000000
405500000.000000	2332108.800000
-5753525081098.935547	4664217.600000
-17261195931306.246094	-33083874979.400272
-28768461252934.515625	-66172414505.150925
-40275591403727.078125	-99260694954.123383
-51782640451589.398438	-132348788852.391235
-63289631568466.781250	-165436739977.589233
-74796577627703.437500	-198524575942.105469
-86303486821455.968750	-231612315541.619080
-97810364821235.625000	-264699972346.298584
-109317215786162.656250	-297787556597.654419
-120824042896749.031250	-330875076293.036804
-132330848663931.078125	-363962537847.529114
-143837635120375.812500	-397049946519.817444
-155344403945246.156250	-430137306698.254028
-166851156549041.468750	-463224622099.974365
-178357894133300.187500	-496311895913.695007
-189864617733832.843750	-529399130904.752625
-201371328252798.250000	-562486329494.071655
-212878026483003.718750	-595573493818.666138
-224384713126650.812500	-628660625778.768921
-235891388810028.187500	-661747727075.086182
-247398054095190.375000	-694834799238.632446
-258904709489357.781250	-727921843654.903442
-270411355452568.062500	-761008861583.669312
-281917992403966.937500	-794095854175.335815
-293424620727028.562500	-827182822484.585938
-304931240773923.375000	-860269767481.844849
-316437852869200.812500	-893356690062.984497
-327944457312916.312500	-926443591057.593994
-339451054383303.250000	-959530471236.070679
-350957644339070.062500	-992617331315.734741
-362464227421385.875000	-1025704171966.130127
-373970803855605.437500	-1058790993813.642456
-385477373852775.500000	-1091877797445.540649
-396983937610955.500000	-1124964583413.529053
-408490495316380.375000	-1158051352236.882568
-419997047144489.125000	-1191138104405.223389
-431503593260836.812500	-1224224840380.989990
-443010133821907.125000	-1257311560601.639893
-454516668975838.062500	-1290398265481.619385
-466023198863072.187500	-1323484955414.133301
-477529723616941.125000	-1356571630772.736084
-489036243364192.312500	-1389658291912.769287
-500542758225464.875000	-1422744939172.661133
-512049268315720.875000	-1455831572875.106445
-523555773744636.875000	-1488918193328.138428
-535062274616960.062500	-1522004800826.105225
-546568771032833.562500	-1555091395650.562500
-558075263088093.187500	-1588177978071.089355
-569581750874539.625000	-1621264548346.036621
-581088234480188.125000	-1654351106723.213379
-592594713989497.500000	-1687437653440.520020
-604101189483582.000000	-1720524188726.530518
-615607661040405.750000	-1753610712801.030029
-627114128734962.750000	-1786697225875.512695
-638620592639443.625000	-1819783728153.641357
-650127052823389.750000	-1852870219831.675537
-661633509353836.500000	-1885956701098.866699
-673139962295446.500000	-1919043172137.828125
-684646411710633.125000	-1952129633124.877441
-696152857659675.875000	-1985216084230.356934
-707659300200828.375000	-2018302525618.932129
-719165739390418.250000	-2051388957449.870850
-730672175282941.500000	-2084475379877.304443
-742178607931150.250000	-2117561793050.471924
-753685037386135.000000	-2150648197113.949951
-765191463697402.375000	-2183734592207.867432
-776697886912947.000000	-2216820978468.107422
-788204307079320.375000	-2249907356026.498535
-799710724241694.500000	-2282993725010.991211
-811217138443922.625000	-2316080085545.829102
-822723549728596.000000	-2349166437751.706543
-834229958137097.625000	-2382252781745.917969
-845736363709652.875000	-2415339117642.500488
-857242766485377.625000	-2448425445552.367676
-868749166502323.250000	-2481511765583.435547
-880255563797519.625000	-2514598077840.742676
-891761958407015.875000	-2547684382426.564453
-903268350365918.375000	-2580770679440.519531
-914774739708427.875000	-2613856968979.672852
-926281126467873.500000	-2646943251138.632324
-937787510676746.125000	-2680029526009.641113
-949293892366729.250000	-2713115793682.665039
-960800271568728.875000	-2746202054245.476074
-972306648312901.875000	-2779288307783.730957
-983813022628682.875000	-2812374554381.047363
-995319394544809.625000	-2845460794119.076172
-1006825764089347.625000	-2878547027077.569336
